record_date,batch_id,product_name,inspection_stage,inspection_score,inspection_result,deviation_severity,open_ncrs_count,capa_pending_count,capa_critical_count,capa_major_count,audit_score_pct,previous_audit_score_pct,deviation_critical_count,deviation_major_count,deviation_minor_count,audit1_name,audit1_department,audit1_date,audit1_priority,audit2_name,audit2_department,audit2_date,audit2_priority,audit3_name,audit3_department,audit3_date,audit3_priority
2026-08-07,BTC-20260807-005,Ibuprofen 400mg,In-Process,94,Pass,Minor,2,1,0,0,82.8,82,0,0,6,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-07,BTC-20260807-006,Metformin 1g,In-Process,96,Pass,None,2,1,0,0,82.8,82,0,0,6,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-08,BTC-20260808-001,Amoxicillin 500mg,In-Process,100,Pass,None,4,1,0,1,83.2,82.8,0,1,9,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-08,BTC-20260808-002,Amlodipine 5mg,Final Release,94,Pass,None,4,1,0,1,83.2,82.8,0,1,9,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-09,BTC-20260809-001,Ibuprofen 400mg,Stability,97,Pass,None,3,2,0,0,84.8,84.0,0,0,4,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-09,BTC-20260809-002,Metformin 1g,In-Process,96,Pass,None,3,2,0,0,84.8,84.0,0,0,4,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-09,BTC-20260809-003,Omeprazole 20mg,Incoming,94,Pass,None,3,2,0,0,84.8,84.0,0,0,4,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-10,BTC-20260810-001,Metformin 1g,In-Process,85,Cond.Pass,Major,4,3,1,0,84.9,84.8,1,0,7,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-10,BTC-20260810-002,Atorvastatin 20mg,Incoming,88,Pass,None,4,3,1,0,84.9,84.8,1,0,7,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-10,BTC-20260810-003,Ciprofloxacin 500mg,Final Release,93,Pass,Minor,4,3,1,0,84.9,84.8,1,0,7,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-10,BTC-20260810-004,Paracetamol 650mg,In-Process,96,Pass,None,4,3,1,0,84.9,84.8,1,0,7,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-10,BTC-20260810-005,Amlodipine 5mg,In-Process,98,Pass,None,4,3,1,0,84.9,84.8,1,0,7,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-11,BTC-20260811-001,Amlodipine 5mg,Final Release,92,Pass,None,5,2,0,0,85.8,84.9,0,0,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-11,BTC-20260811-002,Azithromycin 250mg,Incoming,93,Pass,Minor,5,2,0,0,85.8,84.9,0,0,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-11,BTC-20260811-003,Paracetamol 650mg,In-Process,96,Pass,None,5,2,0,0,85.8,84.9,0,0,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-11,BTC-20260811-004,Atorvastatin 20mg,In-Process,91,Cond.Pass,Major,5,2,0,0,85.8,84.9,0,0,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-11,BTC-20260811-005,Omeprazole 20mg,In-Process,91,Pass,None,5,2,0,0,85.8,84.9,0,0,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-11,BTC-20260811-006,Amoxicillin 500mg,Final Release,95,Pass,None,5,2,0,0,85.8,84.9,0,0,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-11,BTC-20260811-007,Ciprofloxacin 500mg,Final Release,93,Pass,None,5,2,0,0,85.8,84.9,0,0,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-11,BTC-20260811-008,Metformin 1g,Incoming,93,Pass,Minor,5,2,0,0,85.8,84.9,0,0,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-12,BTC-20260812-001,Azithromycin 250mg,Stability,93,Pass,Minor,7,0,0,0,86.2,85.8,0,0,4,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-12,BTC-20260812-002,Ibuprofen 400mg,In-Process,95,Pass,None,7,0,0,0,86.2,85.8,0,0,4,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-12,BTC-20260812-003,Atorvastatin 20mg,Final Release,98,Pass,None,7,0,0,0,86.2,85.8,0,0,4,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-12,BTC-20260812-004,Amoxicillin 500mg,In-Process,97,Pass,None,7,0,0,0,86.2,85.8,0,0,4,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-12,BTC-20260812-005,Paracetamol 650mg,Incoming,96,Pass,None,7,0,0,0,86.2,85.8,0,0,4,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-13,BTC-20260813-001,Omeprazole 20mg,In-Process,87,Cond.Pass,Major,8,4,0,2,84.6,86.2,0,2,2,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-13,BTC-20260813-002,Amoxicillin 500mg,Stability,96,Pass,Minor,8,4,0,2,84.6,86.2,0,2,2,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-13,BTC-20260813-003,Metformin 1g,In-Process,93,Pass,Minor,8,4,0,2,84.6,86.2,0,2,2,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-13,BTC-20260813-004,Atorvastatin 20mg,Incoming,94,Pass,None,8,4,0,2,84.6,86.2,0,2,2,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-13,BTC-20260813-005,Ciprofloxacin 500mg,Stability,94,Pass,Minor,8,4,0,2,84.6,86.2,0,2,2,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-13,BTC-20260813-006,Azithromycin 250mg,Final Release,95,Pass,None,8,4,0,2,84.6,86.2,0,2,2,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-13,BTC-20260813-007,Paracetamol 650mg,In-Process,96,Pass,None,8,4,0,2,84.6,86.2,0,2,2,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-14,BTC-20260814-001,Atorvastatin 20mg,In-Process,95,Pass,None,6,3,0,1,85.9,84.6,0,1,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-14,BTC-20260814-002,Ciprofloxacin 500mg,Final Release,93,Pass,Minor,6,3,0,1,85.9,84.6,0,1,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-14,BTC-20260814-003,Amoxicillin 500mg,Final Release,95,Pass,Minor,6,3,0,1,85.9,84.6,0,1,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-14,BTC-20260814-004,Metformin 1g,In-Process,100,Pass,Minor,6,3,0,1,85.9,84.6,0,1,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-14,BTC-20260814-005,Paracetamol 650mg,In-Process,93,Pass,None,6,3,0,1,85.9,84.6,0,1,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-14,BTC-20260814-006,Cetirizine 10mg,Stability,99,Pass,Minor,6,3,0,1,85.9,84.6,0,1,0,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-15,BTC-20260815-001,Metformin 1g,Final Release,87,Cond.Pass,Minor,5,1,1,0,86.6,85.9,1,0,4,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-15,BTC-20260815-002,Omeprazole 20mg,In-Process,98,Pass,None,5,1,1,0,86.6,85.9,1,0,4,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-15,BTC-20260815-003,Azithromycin 250mg,In-Process,95,Pass,None,5,1,1,0,86.6,85.9,1,0,4,Supplier Qualification,Procurement,2026-08-16,Medium,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High
2026-08-16,BTC-20260816-001,Ciprofloxacin 500mg,Stability,93,Pass,None,5,1,0,0,87.7,86.6,0,0,5,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-16,BTC-20260816-002,Paracetamol 650mg,In-Process,98,Pass,None,5,1,0,0,87.7,86.6,0,0,5,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-16,BTC-20260816-003,Cetirizine 10mg,In-Process,97,Pass,Minor,5,1,0,0,87.7,86.6,0,0,5,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-16,BTC-20260816-004,Atorvastatin 20mg,In-Process,95,Pass,Minor,5,1,0,0,87.7,86.6,0,0,5,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-17,BTC-20260817-001,Azithromycin 250mg,In-Process,92,Pass,None,1,1,0,0,86.6,87.7,0,1,5,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-17,BTC-20260817-002,Ibuprofen 400mg,Stability,95,Pass,Minor,1,1,0,0,86.6,87.7,0,1,5,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-17,BTC-20260817-003,Atorvastatin 20mg,In-Process,93,Pass,None,1,1,0,0,86.6,87.7,0,1,5,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-17,BTC-20260817-004,Omeprazole 20mg,Stability,96,Pass,None,1,1,0,0,86.6,87.7,0,1,5,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-18,BTC-20260818-001,Atorvastatin 20mg,In-Process,90,Pass,None,7,3,0,1,86.7,86.6,0,1,1,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-18,BTC-20260818-002,Paracetamol 650mg,Final Release,99,Pass,Minor,7,3,0,1,86.7,86.6,0,1,1,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-18,BTC-20260818-003,Amoxicillin 500mg,Final Release,95,Pass,None,7,3,0,1,86.7,86.6,0,1,1,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-18,BTC-20260818-004,Azithromycin 250mg,Final Release,92,Pass,Minor,7,3,0,1,86.7,86.6,0,1,1,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-18,BTC-20260818-005,Ciprofloxacin 500mg,Final Release,92,Cond.Pass,Minor,7,3,0,1,86.7,86.6,0,1,1,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-18,BTC-20260818-006,Cetirizine 10mg,In-Process,98,Pass,None,7,3,0,1,86.7,86.6,0,1,1,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-18,BTC-20260818-007,Metformin 1g,Final Release,98,Pass,None,7,3,0,1,86.7,86.6,0,1,1,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-19,BTC-20260819-001,Amlodipine 5mg,Incoming,97,Pass,None,4,2,0,1,85.9,86.7,0,1,4,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-19,BTC-20260819-002,Ciprofloxacin 500mg,Final Release,92,Pass,Minor,4,2,0,1,85.9,86.7,0,1,4,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-19,BTC-20260819-003,Ibuprofen 400mg,Final Release,96,Pass,None,4,2,0,1,85.9,86.7,0,1,4,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-19,BTC-20260819-004,Atorvastatin 20mg,Final Release,96,Pass,None,4,2,0,1,85.9,86.7,0,1,4,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-19,BTC-20260819-005,Amoxicillin 500mg,Final Release,96,Pass,None,4,2,0,1,85.9,86.7,0,1,4,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-19,BTC-20260819-006,Paracetamol 650mg,Final Release,98,Pass,None,4,2,0,1,85.9,86.7,0,1,4,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-19,BTC-20260819-007,Cetirizine 10mg,In-Process,98,Pass,None,4,2,0,1,85.9,86.7,0,1,4,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-19,BTC-20260819-008,Azithromycin 250mg,In-Process,93,Pass,None,4,2,0,1,85.9,86.7,0,1,4,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-20,BTC-20260820-001,Atorvastatin 20mg,Final Release,98,Pass,None,8,0,0,0,85.8,85.9,0,0,6,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-20,BTC-20260820-002,Omeprazole 20mg,In-Process,96,Pass,Minor,8,0,0,0,85.8,85.9,0,0,6,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-20,BTC-20260820-003,Paracetamol 650mg,In-Process,95,Pass,None,8,0,0,0,85.8,85.9,0,0,6,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-20,BTC-20260820-004,Cetirizine 10mg,Final Release,96,Pass,Minor,8,0,0,0,85.8,85.9,0,0,6,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-20,BTC-20260820-005,Metformin 1g,Final Release,94,Pass,Minor,8,0,0,0,85.8,85.9,0,0,6,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-20,BTC-20260820-006,Azithromycin 250mg,In-Process,87,Cond.Pass,Major,8,0,0,0,85.8,85.9,0,0,6,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-20,BTC-20260820-007,Amlodipine 5mg,Final Release,97,Pass,None,8,0,0,0,85.8,85.9,0,0,6,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-21,BTC-20260821-001,Cetirizine 10mg,In-Process,84,Cond.Pass,Major,4,3,1,2,84.9,85.8,1,2,12,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-21,BTC-20260821-002,Amlodipine 5mg,Stability,94,Pass,None,4,3,1,2,84.9,85.8,1,2,12,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-21,BTC-20260821-003,Metformin 1g,In-Process,96,Pass,None,4,3,1,2,84.9,85.8,1,2,12,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-21,BTC-20260821-004,Amoxicillin 500mg,Stability,94,Pass,None,4,3,1,2,84.9,85.8,1,2,12,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-21,BTC-20260821-005,Ibuprofen 400mg,In-Process,95,Pass,Minor,4,3,1,2,84.9,85.8,1,2,12,Environmental Monitoring,Quality Control,2026-08-22,Low,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium
2026-08-22,BTC-20260822-001,Ibuprofen 400mg,In-Process,84,Cond.Pass,Major,7,7,1,4,83.7,86.0,1,4,9,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-22,BTC-20260822-002,Amlodipine 5mg,In-Process,93,Pass,Minor,7,7,1,4,83.7,86.0,1,4,9,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-23,BTC-20260823-001,Amlodipine 5mg,Stability,96,Pass,None,4,1,0,0,85.9,85.5,0,0,0,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-23,BTC-20260823-002,Metformin 1g,Stability,92,Cond.Pass,Minor,4,1,0,0,85.9,85.5,0,0,0,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-23,BTC-20260823-003,Omeprazole 20mg,In-Process,91,Pass,None,4,1,0,0,85.9,85.5,0,0,0,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-23,BTC-20260823-004,Paracetamol 650mg,In-Process,95,Pass,Minor,4,1,0,0,85.9,85.5,0,0,0,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-23,BTC-20260823-005,Amoxicillin 500mg,In-Process,97,Pass,None,4,1,0,0,85.9,85.5,0,0,0,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-23,BTC-20260823-006,Cetirizine 10mg,Final Release,98,Pass,None,4,1,0,0,85.9,85.5,0,0,0,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-24,BTC-20260824-001,Amoxicillin 500mg,Incoming,85,Cond.Pass,Minor,3,3,1,0,86.2,85.9,1,0,7,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-24,BTC-20260824-002,Amlodipine 5mg,In-Process,96,Pass,None,3,3,1,0,86.2,85.9,1,0,7,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-24,BTC-20260824-003,Paracetamol 650mg,Stability,94,Pass,None,3,3,1,0,86.2,85.9,1,0,7,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-24,BTC-20260824-004,Atorvastatin 20mg,Incoming,92,Pass,None,3,3,1,0,86.2,85.9,1,0,7,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-24,BTC-20260824-005,Cetirizine 10mg,In-Process,95,Pass,None,3,3,1,0,86.2,85.9,1,0,7,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-24,BTC-20260824-006,Azithromycin 250mg,Incoming,96,Pass,Minor,3,3,1,0,86.2,85.9,1,0,7,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-25,BTC-20260825-001,Cetirizine 10mg,In-Process,83,Cond.Pass,Major,4,3,1,2,86.5,86.9,1,3,8,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-25,BTC-20260825-002,Azithromycin 250mg,Incoming,89,Cond.Pass,Major,4,3,1,2,86.5,86.9,1,3,8,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-25,BTC-20260825-003,Paracetamol 650mg,Final Release,91,Cond.Pass,Minor,4,3,1,2,86.5,86.9,1,3,8,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-25,BTC-20260825-004,Omeprazole 20mg,In-Process,86,Fail,Major,4,3,1,2,86.5,86.9,1,3,8,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-25,BTC-20260825-005,Metformin 1g,Final Release,92,Pass,None,4,3,1,2,86.5,86.9,1,3,8,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-26,BTC-20260826-001,Omeprazole 20mg,Final Release,87,Fail,Major,6,3,0,1,89.6,88.5,0,2,2,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
2026-08-26,BTC-20260826-002,Metformin 1g,Final Release,98,Pass,None,6,3,0,1,89.6,88.5,0,2,2,Internal GMP Audit,Manufacturing,2026-09-02,High,Equipment Qualification,Engineering,2026-09-06,Medium,Environmental Monitoring,Quality Control,2026-09-16,Low
