record_date,shift,total_units_produced,units_target,capacity_utilization_pct,on_time_delivery_pct,open_issues_count,area_granulation_units,area_compression_units,area_coating_units,area_packaging_units,area_others_units,batch_id,batch_status,total_batches,batches_completed,batches_in_progress,batches_pending,batches_on_hold,granulator_speed_rpm,coater_inlet_temp_celsius,compression_force_kn,humidity_pct_rh,differential_pressure_pa,water_system_toc_ppb,alert_high_count,alert_medium_count,alert_low_count,activity_equipment_calibration_due,activity_preventive_maintenance_due,activity_changeover_scheduled,activity_qc_review_time
2026-04-01,Night,272816,367138,51.3,84.4,2,91696,81493,59138,40487,2,BT202604013,In Progress,18,6,7,1,4,452,58.2,17.8,49.4,12.5,120.1,2,1,2,6,5,0,11:00
2026-04-02,Morning,374846,397467,55.1,84.7,4,127565,110087,76906,60286,2,BT202604021,In Progress,23,10,6,3,4,443,57.6,17.0,43.3,13.7,108.7,0,0,1,6,1,2,16:30
2026-04-02,Afternoon,352058,377593,57.6,83.0,2,113992,111553,69734,56778,1,BT202604022,Completed,26,12,8,2,4,435,57.2,18.6,43.2,14.1,108.9,0,0,1,2,2,5,10:00
2026-04-02,Night,320753,349771,52.6,78.4,3,108450,94825,70731,46745,2,BT202604023,In Progress,18,8,5,3,2,439,56.6,18.0,39.9,13.6,121.0,0,0,0,4,4,0,14:30
2026-04-03,Morning,372376,404506,56.5,85.5,1,118420,107723,83295,62937,1,BT202604031,Completed,18,7,6,1,4,453,56.9,18.6,50.5,11.6,124.8,0,1,1,3,2,4,11:00
2026-04-03,Afternoon,372147,384280,56.7,85.5,0,123784,105707,79760,62894,2,BT202604032,Completed,22,11,7,2,2,446,58.6,17.3,51.1,11.8,132.8,0,2,1,7,2,1,14:30
2026-04-03,Night,318662,355965,60.6,86.6,1,108273,94835,59703,55849,2,BT202604033,Completed,19,7,6,2,4,449,58.8,18.6,47.8,11.7,111.0,0,1,0,2,1,3,09:00
2026-04-04,Morning,393149,393417,61.8,86.8,2,118512,123882,86219,64534,2,BT202604041,Completed,25,13,6,2,4,466,57.6,17.6,45.5,11.9,129.3,0,0,4,4,1,4,15:00
2026-04-04,Afternoon,351023,373746,61.3,80.7,2,119922,103460,72596,55043,2,BT202604042,Completed,23,12,8,2,1,457,59.0,18.1,45.5,12.1,126.9,0,0,3,6,2,0,09:30
2026-04-04,Night,332384,346207,62.7,83.8,1,114875,92853,72004,52650,2,BT202604043,Completed,21,9,6,1,5,472,57.2,18.0,49.4,12.0,108.2,1,1,1,2,1,4,14:00
2026-04-05,Morning,416462,407548,65.0,89.1,5,142097,121285,85270,67808,2,BT202604051,Completed,28,15,8,3,2,457,57.8,19.0,45.8,14.2,108.0,0,0,0,2,5,3,09:45
2026-04-05,Afternoon,385069,387170,62.3,90.1,5,125813,113442,77495,68318,1,BT202604052,Completed,25,10,9,2,4,466,58.0,20.5,44.1,14.1,116.4,0,0,1,2,5,4,14:00
2026-04-05,Night,348260,358642,62.3,87.8,6,112866,99627,77414,58352,1,BT202604053,In Progress,17,7,6,1,3,468,59.5,19.5,42.8,15.2,103.4,0,0,0,3,2,2,14:00
2026-04-06,Morning,421604,413441,67.1,91.8,0,154319,125309,79501,62472,3,BT202604061,In Progress,24,13,9,2,0,430,55.8,17.5,44.8,13.0,117.7,0,0,0,1,2,0,09:30
2026-04-06,Afternoon,395363,392769,64.7,93.7,1,127564,115427,81143,71227,2,BT202604062,Pending,20,10,6,3,1,431,55.2,18.8,41.7,13.1,92.5,2,1,0,1,1,4,09:00
2026-04-06,Night,346825,363828,62.2,86.4,2,114067,103045,79981,49730,2,BT202604063,Completed,20,8,5,2,5,447,55.0,18.7,48.1,14.4,114.5,0,0,1,3,5,1,16:00
2026-04-07,Morning,410195,412702,67.9,86.1,2,139495,121886,79271,69541,2,BT202604071,Pending,26,11,10,3,2,448,57.2,19.1,49.0,13.0,122.1,1,2,4,0,4,3,14:00
2026-04-07,Afternoon,384093,392067,62.8,85.6,2,135593,105040,80380,63078,2,BT202604072,In Progress,28,12,10,3,3,451,56.5,17.7,48.0,13.6,129.5,0,2,1,1,6,0,16:30
2026-04-07,Night,393278,363178,68.1,85.9,2,132219,112356,80660,68041,2,BT202604073,Completed,17,7,5,2,3,442,57.9,17.6,47.7,14.4,117.9,2,3,3,1,6,1,15:00
2026-04-08,Morning,475581,424913,71.0,90.7,4,163432,137975,102757,71416,1,BT202604081,Completed,25,11,9,2,3,428,59.5,16.6,50.4,10.6,101.1,1,1,0,2,3,1,10:15
2026-04-08,Afternoon,421715,403667,71.1,96.3,4,147244,119466,85553,69450,2,BT202604082,On Hold,24,11,6,3,4,429,59.6,18.1,50.8,10.8,110.0,0,1,1,2,3,5,16:45
2026-04-08,Night,366041,373923,73.1,89.4,3,120051,107390,79546,59052,2,BT202604083,On Hold,17,6,5,1,5,434,58.3,16.6,54.8,10.9,119.9,1,1,4,2,3,0,16:45
2026-04-09,Morning,390240,422964,71.2,94.2,3,131586,118751,85190,54711,2,BT202604091,In Progress,24,11,6,3,4,439,58.0,17.3,43.4,11.1,131.2,2,0,1,5,3,2,16:15
2026-04-09,Afternoon,368144,401816,62.8,92.3,4,117190,118949,74880,57123,2,BT202604092,In Progress,25,10,6,1,8,434,57.3,18.7,40.3,12.9,108.5,1,2,3,0,0,1,14:45
2026-04-09,Night,340564,372208,67.7,92.8,2,122726,91390,74977,51469,2,BT202604093,In Progress,17,7,5,1,4,433,56.7,18.6,45.4,11.7,111.1,0,1,1,3,1,2,10:00
2026-04-10,Morning,348487,413472,63.6,82.5,2,113305,105124,72386,57670,2,BT202604101,Completed,25,14,7,1,3,439,57.5,17.7,40.5,12.2,103.5,0,1,1,0,6,1,14:00
2026-04-10,Afternoon,367681,392799,67.2,80.0,2,127760,108797,79721,51401,2,BT202604102,In Progress,21,9,7,3,2,441,55.3,17.2,41.4,12.8,95.3,0,1,1,4,7,3,10:00
2026-04-10,Night,298528,363856,64.6,77.4,1,96569,91252,64753,45952,2,BT202604103,In Progress,20,7,7,1,5,446,58.3,17.8,39.3,13.5,96.0,0,1,3,1,1,2,14:00
2026-04-11,Morning,380358,400804,62.8,92.3,4,136708,107595,74556,61498,1,BT202604111,Completed,23,10,7,3,3,438,56.5,18.1,46.9,12.6,132.7,1,1,1,0,5,4,15:15
2026-04-11,Afternoon,379572,380764,65.6,89.5,3,129233,105390,86809,58138,2,BT202604112,Completed,24,12,8,3,1,452,55.6,18.6,43.7,11.5,117.8,2,1,1,2,0,3,15:00
2026-04-11,Night,371730,352707,64.5,87.5,3,128659,114916,70474,57679,2,BT202604113,Completed,21,10,7,2,2,440,55.7,19.2,45.1,11.8,105.0,0,2,0,1,0,3,14:00
2026-04-12,Morning,373104,392706,69.9,80.9,4,117327,114676,77072,64027,2,BT202604121,Completed,30,17,8,3,2,451,57.1,17.3,44.1,12.6,114.0,0,0,1,1,2,2,10:00
2026-04-12,Afternoon,374679,373071,73.5,79.9,5,129491,108321,76895,59971,1,BT202604122,Pending,22,10,7,2,3,434,55.7,17.8,42.9,11.8,118.5,0,1,1,4,1,1,14:15
2026-04-12,Night,319416,345581,71.8,82.1,4,110982,86417,68641,53374,2,BT202604123,Completed,21,8,6,2,5,424,56.7,18.6,45.4,12.5,132.1,0,1,1,1,1,2,10:45
2026-04-13,Morning,425212,407059,63.3,81.1,3,146672,122815,88571,67152,2,BT202604131,In Progress,27,13,9,4,1,443,58.7,18.5,42.3,11.9,124.5,1,1,0,0,1,5,11:30
2026-04-13,Afternoon,404890,386706,63.0,83.0,2,130796,119317,88498,66277,2,BT202604132,On Hold,25,10,7,1,7,441,58.3,20.1,46.2,10.0,115.1,1,3,0,3,0,1,15:00
2026-04-13,Night,359657,358212,61.9,81.8,2,123051,107840,70503,58261,2,BT202604133,Completed,19,8,5,2,4,460,57.9,19.5,41.5,11.4,111.2,0,2,2,2,2,1,09:00
2026-04-14,Morning,406322,399374,51.6,88.5,1,140244,119426,83038,63611,3,BT202604141,Completed,25,11,6,1,7,448,55.6,19.2,44.9,10.9,109.1,2,3,3,2,2,4,10:30
2026-04-14,Afternoon,353727,379405,51.9,87.4,1,118874,106791,73397,54663,2,BT202604142,On Hold,23,11,5,2,5,448,57.1,17.8,47.9,12.0,98.3,0,1,3,2,3,1,09:15
2026-04-14,Night,361915,351449,47.5,83.5,1,123771,108473,75444,54225,2,BT202604143,Completed,21,8,7,2,4,442,58.5,19.3,44.3,12.0,103.1,1,0,3,3,6,3,16:00
2026-04-15,Morning,436227,411764,66.5,86.5,3,148766,127704,95174,64582,1,BT202604151,On Hold,24,11,7,2,4,455,57.5,18.3,44.1,12.3,103.2,0,2,1,4,2,0,14:00
2026-04-15,Afternoon,380581,391176,69.5,86.1,4,121743,120049,81457,57330,2,BT202604152,Completed,26,14,9,2,1,460,58.2,17.9,44.4,10.9,111.3,0,0,2,4,4,2,09:45
2026-04-15,Night,340279,362352,68.9,84.6,3,111771,98369,73350,56787,2,BT202604153,Completed,18,6,4,1,7,457,58.8,20.1,45.1,11.1,128.4,1,1,0,2,2,4,11:00
2026-04-16,Morning,377547,412091,61.3,89.5,1,128488,113994,82978,52085,2,BT202604161,In Progress,25,11,7,3,4,428,54.3,19.3,41.2,12.5,118.3,0,1,0,4,2,0,10:15
2026-04-16,Afternoon,404352,391486,63.3,90.3,1,137377,111807,92623,62543,2,BT202604162,On Hold,25,11,7,3,4,430,58.2,18.8,40.6,12.2,108.6,0,1,1,7,2,4,11:00
2026-04-16,Night,379851,362640,62.9,88.8,1,128103,115893,86835,49018,2,BT202604163,In Progress,19,7,5,1,6,444,56.1,18.1,42.9,11.1,102.3,0,1,0,6,2,0,14:00
2026-04-17,Morning,380766,400353,63.3,89.1,1,129074,122041,74827,54821,3,BT202604171,Completed,29,12,9,2,6,461,57.3,19.2,50.8,11.0,106.0,0,3,0,6,4,2,09:45
2026-04-17,Afternoon,401814,380335,61.7,89.2,0,142912,108267,85484,65149,2,BT202604172,On Hold,27,11,9,3,4,450,56.6,17.9,45.8,12.1,114.5,0,0,1,5,3,1,14:30
2026-04-17,Night,357609,352311,64.8,90.5,0,119366,104721,72223,61297,2,BT202604173,In Progress,18,7,5,1,5,452,57.7,17.3,47.2,12.4,130.6,1,0,0,6,6,3,14:00
2026-04-18,Morning,410795,404412,65.3,90.6,3,137829,119960,90418,62587,1,BT202604181,Completed,26,13,8,1,4,442,58.4,18.9,40.2,13.1,160.1,1,2,2,2,3,2,14:00
2026-04-18,Afternoon,376294,384191,69.3,86.3,3,129379,113670,73629,59614,2,BT202604182,Completed,23,9,6,2,6,450,58.3,18.4,33,11.4,136.1,2,1,1,2,2,0,11:30
2026-04-18,Night,342351,355882,61.1,83.8,2,115911,97040,79853,49544,3,BT202604183,In Progress,20,9,6,2,3,439,59.1,18.2,36.5,13.8,154.6,1,2,3,4,5,1,15:00
2026-04-19,Morning,384357,386014,58.7,81.2,1,121540,124871,79470,58474,2,BT202604191,In Progress,26,12,9,2,3,459,58.9,17.6,45.9,9.7,150.7,2,1,0,2,0,4,14:00
2026-04-19,Afternoon,342445,366713,56.5,77.8,1,112161,101767,76375,52140,2,BT202604192,In Progress,25,10,10,3,2,466,59.0,16.5,46.2,11.9,143.4,2,1,1,4,3,0,09:00
2026-04-19,Night,353121,339692,53.0,80.0,2,118000,104801,72926,57391,3,BT202604193,In Progress,23,8,8,2,5,460,59.3,17.9,43.5,10.5,141.1,0,3,3,2,2,2,16:45
2026-04-20,Morning,413466,420300,69.3,84.4,3,144224,116430,88192,64619,1,BT202604201,In Progress,25,11,9,3,2,453,59.1,18.1,40.0,12.7,105.9,0,0,1,3,2,0,15:00
2026-04-20,Afternoon,382195,399285,68.9,82.3,3,121623,116375,78968,65228,1,BT202604202,In Progress,22,8,7,1,6,450,58.2,18.2,43.1,12.7,103.5,0,0,2,1,2,1,14:15
2026-04-20,Night,360172,369864,68.6,83.3,3,121051,109227,78408,51484,2,BT202604203,Completed,24,11,6,3,4,456,57.9,18.3,46.2,11.9,121.1,0,2,4,1,3,1,10:00
2026-04-21,Morning,401332,413924,59.8,88.9,2,135124,117513,86007,62685,3,BT202604211,Completed,23,12,8,3,0,458,56.1,18.9,48.4,12.6,144.8,0,2,1,2,3,1,14:30
2026-04-21,Afternoon,385016,393228,62.4,91.9,2,136134,114092,74946,59842,2,BT202604212,Completed,24,10,7,3,4,454,54.9,18.5,44.8,13.7,139.7,2,2,3,4,5,3,14:15
2026-04-21,Night,360364,364253,59.0,89.2,1,129812,100188,77712,52649,3,BT202604213,Completed,22,8,7,1,6,451,56.9,18.1,45.8,12.2,126.2,0,2,0,0,4,2,14:00
2026-04-22,Morning,374180,393332,62.8,81.9,0,129432,103474,84204,57068,2,BT202604221,On Hold,26,11,8,3,4,453,59.5,17.0,43.5,10.7,113.2,1,3,3,1,3,3,11:00
2026-04-22,Afternoon,385860,373665,60.3,82.9,1,125942,124548,76161,59206,3,BT202604222,Pending,21,10,7,2,2,453,57.2,16.0,41.5,11.1,116.0,0,0,1,1,4,1,16:00
2026-04-22,Night,342666,346132,64.1,80.9,0,118345,94732,70643,58943,3,BT202604223,Completed,19,8,5,2,4,457,58.6,16.0,39.9,12.4,113.9,2,2,1,5,4,1,09:15
2026-04-23,Morning,353861,401680,52.4,85.4,1,118541,93153,83425,58740,2,BT202604231,In Progress,23,11,6,2,4,455,58.8,18.8,40.8,11.9,127.2,1,1,1,4,6,3,15:00
2026-04-23,Afternoon,371544,381596,59.7,88.0,0,124187,111978,75022,60356,1,BT202604232,Pending,22,12,5,3,2,457,59.0,18.1,46.1,12.8,135.1,0,3,2,1,5,2,15:30
2026-04-23,Night,323875,353478,54.6,85.6,1,111581,96580,62501,53211,2,BT202604233,Completed,17,6,4,1,6,456,59.6,18.9,45.7,12.6,131.2,0,1,3,1,6,3,14:15
2026-04-24,Morning,432299,422159,64.5,86.1,2,140587,135704,94150,61857,1,BT202604241,Completed,24,12,6,2,4,440,59.7,17.8,44.1,12.7,121.9,0,3,3,2,0,4,15:00
2026-04-24,Afternoon,420880,401051,64.5,86.4,2,139348,128842,92458,60230,2,BT202604242,In Progress,24,14,6,3,1,440,61.8,19.5,44.4,12.4,121.3,1,1,4,2,4,2,10:45
2026-04-24,Night,357685,371500,65.1,86.3,3,120381,102073,81011,54218,2,BT202604243,In Progress,22,8,9,2,3,435,62.0,17.8,45.4,11.6,133.5,0,0,3,2,1,3,14:00
2026-04-25,Morning,404755,395602,76.9,90.4,6,136105,120256,79789,68604,1,BT202604251,Completed,23,11,7,1,4,444,58.1,19.4,45.4,11.3,116.6,2,3,1,1,7,2,15:00
2026-04-25,Afternoon,392249,375822,77.4,88.9,7,140107,113080,81513,57546,3,BT202604252,Pending,27,11,6,4,6,445,60.2,19.3,44.9,10.5,125.2,0,2,1,1,0,3,14:15
2026-04-25,Night,336909,348130,78.8,92.6,6,110037,99283,77524,50063,2,BT202604253,Completed,21,8,7,1,5,444,58.6,18.8,41.2,10.8,100.5,0,1,2,1,4,4,14:15
2026-04-26,Morning,361493,391720,67.6,83.4,2,106308,112635,76481,66067,2,BT202604261,Completed,26,15,7,2,2,451,56.9,18.2,51.8,11.8,121.4,0,2,3,1,1,5,09:15
2026-04-26,Afternoon,372546,372134,69.2,79.1,3,126545,108030,78158,59811,2,BT202604262,In Progress,24,10,8,2,4,447,57.7,17.7,49.3,10.6,126.5,1,0,0,3,2,2,16:00
2026-04-26,Night,354740,344713,71.8,76.5,4,121143,107945,70164,55486,2,BT202604263,Completed,20,9,7,1,3,456,57.9,18.0,48.7,10.5,137.2,1,0,1,2,7,1,10:15
2026-04-27,Morning,374591,402719,55.5,92.7,2,128420,110533,80839,54797,2,BT202604271,In Progress,22,10,7,2,3,462,57.1,15.6,38.6,12.7,123.5,0,1,1,1,6,1,14:15
2026-04-27,Afternoon,343591,382583,56.2,89.5,3,116148,106809,69949,50684,1,BT202604272,Pending,21,12,5,2,2,470,58.2,16.7,40.9,15.1,113.0,1,3,2,4,6,0,15:15
2026-04-27,Night,333145,354393,62.6,88.4,3,119497,86012,73697,53938,1,BT202604273,In Progress,22,8,6,2,6,451,57.4,16.7,41.8,13.6,117.1,0,0,1,3,5,2,10:15
2026-04-28,Morning,452445,415178,66.9,99,3,157519,132654,93026,69243,3,BT202604281,In Progress,26,14,9,1,2,437,55.1,15.5,49.1,12.5,123.2,1,0,1,4,7,4,10:45
2026-04-28,Afternoon,385812,394419,64.9,98.5,2,133484,110386,85937,56002,3,BT202604282,Completed,20,9,4,2,5,438,54.2,16.9,48.2,11.9,126.4,1,2,2,4,5,4,09:15
2026-04-28,Night,373145,365357,64.7,96.8,2,125730,113529,74681,59203,2,BT202604283,Completed,22,8,6,2,6,434,54.7,16.0,47.9,10.9,132.8,0,1,0,3,3,0,15:30
2026-04-29,Morning,414763,406927,80.6,86.7,0,140955,128112,86082,59612,2,BT202604291,On Hold,23,10,8,2,3,457,57.4,19.5,45.4,11.3,105.5,0,1,1,4,4,1,14:15
2026-04-29,Afternoon,376273,386581,78.0,89.1,1,124055,110612,79892,61712,2,BT202604292,Completed,22,10,6,2,4,449,56.2,18.4,46.3,9.8,106.1,1,0,4,2,3,1,16:00
2026-04-29,Night,349405,358096,78.8,87.0,0,119926,105345,78184,45948,2,BT202604293,Pending,18,7,7,3,1,450,57.0,19.4,47.5,11.7,115.3,0,1,1,3,4,3,14:15
2026-04-30,Morning,431567,425786,72.9,93.2,0,137522,136319,90113,67612,1,BT202604301,Completed,27,14,8,3,2,444,58.7,18.2,37.9,13.2,126.0,0,0,1,1,3,4,15:00
2026-04-30,Afternoon,398656,404497,72.1,92.8,0,134992,115966,82831,64865,2,BT202604302,Completed,20,8,5,3,4,449,56.0,18.8,39.0,13.2,126.7,1,1,1,3,2,1,09:15
2026-04-30,Night,336474,374692,73.5,88.7,0,120041,97097,62009,57325,2,BT202604303,On Hold,19,8,5,2,4,451,58.7,18.6,39.9,13.3,120.8,1,3,2,3,2,3,10:00
2026-05-01,Morning,425921,427104,68.2,97.7,4,144999,129171,88984,62766,1,BT202605011,In Progress,24,12,8,2,2,433,60.5,18.2,44.5,13.7,105.3,0,0,0,6,0,4,11:45
2026-05-01,Afternoon,412913,405749,74.2,93.2,4,135061,122049,84105,71696,2,BT202605012,Pending,25,12,7,2,4,442,57.3,19.4,44.5,11.9,110.7,0,0,3,6,0,0,15:15
2026-05-01,Night,404473,375852,65.4,92.3,4,137764,122047,79103,65557,2,BT202605013,Completed,19,8,6,2,3,442,59.0,18.7,47.3,14.2,113.1,0,3,0,5,6,0,14:30
2026-05-02,Morning,426352,412274,71.7,87.4,3,139602,123972,96784,65993,1,BT202605021,In Progress,25,12,6,4,3,448,60.5,17.5,47.7,11.2,127.7,2,1,2,2,1,1,10:00
2026-05-02,Afternoon,378286,391661,65.3,86.9,3,127727,112794,76738,61024,3,BT202605022,On Hold,24,10,7,3,4,457,61.3,17.6,47.7,11.0,126.8,1,1,3,5,0,0,15:00
2026-05-02,Night,379726,362801,72.6,88.1,4,128243,110956,76242,64284,1,BT202605023,Completed,19,8,7,2,2,446,59.8,16.5,43.6,10.9,124.0,0,3,1,6,3,1,10:30
2026-05-03,Morning,413119,411176,68.9,84.6,3,145633,122705,77923,66856,2,BT202605031,Completed,27,12,10,3,2,432,56.2,17.0,47.3,12.8,117.4,0,2,1,5,2,2,15:00
2026-05-03,Afternoon,386677,390617,68.8,79.8,3,129083,116641,77768,63183,2,BT202605032,Completed,22,11,8,2,1,444,57.6,17.0,45.8,12.6,114.4,1,3,0,6,1,0,14:00
2026-05-03,Night,373379,361835,71.2,83.9,1,125218,110022,72991,65145,3,BT202605033,In Progress,18,7,5,2,4,442,56.0,18.0,46.9,12.4,120.3,0,3,2,3,1,3,14:15
2026-05-04,Morning,380661,414344,74.2,88.1,3,127446,102621,90717,59875,2,BT202605041,Completed,22,9,6,1,6,450,59.5,18.8,45.5,15.5,119.2,1,0,1,4,5,5,10:15
2026-05-04,Afternoon,392192,393627,73.5,89.0,3,137603,116056,75698,62833,2,BT202605042,Pending,25,10,10,2,3,452,60.3,19.3,43.9,14.0,127.1,0,1,1,3,3,4,10:00
2026-05-04,Night,375884,364623,71.1,87.2,4,119982,111648,81206,63046,2,BT202605043,In Progress,19,10,5,2,2,455,60.7,18.0,45.5,15.1,114.0,0,0,3,3,0,2,11:00
2026-05-05,Morning,417819,411925,68.3,85.7,2,141364,121320,89591,65542,2,BT202605051,Completed,26,11,7,3,5,444,57.8,17.1,37.3,12.1,134.4,0,0,3,1,2,1,10:00
2026-05-05,Afternoon,379696,391329,69.8,84.8,2,123870,112080,75997,67747,2,BT202605052,In Progress,24,11,8,3,2,448,58.5,16.3,39.1,11.3,123.5,1,1,1,1,4,4,15:00
2026-05-05,Night,363933,362494,64.5,84.6,3,121461,101517,79555,61399,1,BT202605053,On Hold,20,8,6,2,4,447,56.8,16.6,36.8,11.5,119.2,0,1,1,4,6,1,09:00
2026-05-06,Morning,474884,425993,61.7,83.2,6,171156,130369,95176,78181,2,BT202605061,Completed,24,11,8,3,2,464,57.0,17.4,42.3,11.7,108.0,0,0,1,2,8,6,16:00
2026-05-06,Afternoon,413548,404694,60.9,87.0,5,143006,126738,80053,63748,3,BT202605062,In Progress,24,10,7,2,5,450,57.2,17.6,37.4,12.1,95.2,1,0,0,3,3,1,14:30
2026-05-06,Night,395938,374874,65.8,81.4,5,144093,110060,73250,68533,2,BT202605063,In Progress,19,8,6,2,3,459,57.8,18.0,38.9,10.9,125.8,1,2,2,2,4,3,11:45
2026-05-07,Morning,405807,420386,66.7,88.0,4,134288,129659,86742,55116,2,BT202605071,In Progress,21,9,7,1,4,448,59.5,18.9,51.0,14.1,114.3,0,3,3,0,1,3,11:00
2026-05-07,Afternoon,384089,399367,64.7,86.3,5,125457,118264,81100,59267,1,BT202605072,Pending,23,10,5,2,6,430,59.3,17.6,52.1,13.1,108.6,0,1,3,5,1,0,10:00
2026-05-07,Night,393235,369940,67.3,89.3,5,137233,113493,78086,64421,2,BT202605073,On Hold,20,9,7,1,3,449,59.3,18.8,49.8,14.9,115.7,2,1,2,0,3,3,11:45
2026-05-08,Morning,426338,418519,75.1,91.0,2,137976,121920,93905,72534,3,BT202605081,In Progress,26,10,7,3,6,443,61.4,18.9,41.2,9.7,98.0,0,1,0,2,5,0,14:15
2026-05-08,Afternoon,413753,397593,74.5,89.9,1,132625,120500,92129,68498,1,BT202605082,Completed,27,11,8,2,6,434,60.5,18.8,43.3,7.9,96.1,0,2,0,2,3,3,10:15
2026-05-08,Night,362218,368297,72.7,90.8,2,111684,114334,84123,52075,2,BT202605083,Pending,21,9,5,2,5,440,59.0,18.0,42.7,10.9,101.9,0,0,0,1,1,3,11:00
2026-05-09,Morning,410175,408631,59.9,86.8,4,144148,128932,70460,66632,3,BT202605091,Pending,27,13,7,2,5,461,58.6,18.9,46.7,12.0,119.8,1,0,2,4,2,3,15:30
2026-05-09,Afternoon,396385,388200,58.6,89.7,3,138980,116449,77282,63672,2,BT202605092,Completed,24,13,8,3,0,470,57.9,19.4,42.6,11.5,104.8,1,3,3,2,2,3,15:15
2026-05-09,Night,382563,359595,59.8,85.4,3,134903,110518,78474,58666,2,BT202605093,In Progress,17,5,6,1,5,458,60.1,19.6,44.6,13.0,118.7,1,1,1,1,2,3,15:30
2026-05-10,Morning,397865,406302,62.0,86.8,2,131765,124211,80283,61603,3,BT202605101,In Progress,24,11,9,2,2,452,57.2,19.0,42.2,7.6,122.5,0,0,2,0,0,2,16:15
2026-05-10,Afternoon,393124,385987,61.7,86.9,2,136262,111024,81466,64370,2,BT202605102,Completed,19,8,5,2,4,443,59.3,18.8,43.7,9.3,116.0,1,2,4,1,1,0,14:30
2026-05-10,Night,367621,357546,59.0,83.6,2,119650,104732,83612,59625,2,BT202605103,Completed,21,9,6,3,3,452,56.8,18.7,44.1,8.5,121.9,1,1,1,3,2,2,10:30
2026-05-11,Morning,438130,426203,74.9,88.2,4,143956,130987,87910,75274,3,BT202605111,In Progress,27,12,10,1,4,465,58.7,17.3,46.5,12.4,104.2,0,1,1,3,5,0,10:00
2026-05-11,Afternoon,395142,404893,71.7,84.5,5,126858,122731,82822,62729,2,BT202605112,Completed,23,11,7,2,3,459,58.2,17.4,49.2,12.5,96.9,0,1,0,0,5,3,14:30
2026-05-11,Night,386960,375059,71.4,83.9,3,140594,111569,77028,57767,2,BT202605113,On Hold,21,7,6,1,7,456,58.7,17.8,50.8,12.7,124.7,0,0,1,3,2,4,11:00
2026-05-12,Morning,405067,408032,58.6,91.7,3,141777,111917,82305,69065,3,BT202605121,In Progress,22,10,5,2,5,460,54.5,17.8,45.9,10.0,117.7,0,1,1,1,5,2,11:00
2026-05-12,Afternoon,404128,387630,59.4,91.3,3,132634,120408,84762,66322,2,BT202605122,In Progress,24,11,8,2,3,460,55.3,18.6,48.1,12.9,117.8,1,0,1,1,7,4,15:00
2026-05-12,Night,367120,359068,58.7,89.3,2,120822,112196,76350,57750,2,BT202605123,In Progress,23,10,7,2,4,461,56.9,19.0,44.9,11.7,109.2,1,0,0,2,2,2,14:30
2026-05-13,Morning,440156,430670,83.0,95.9,4,148752,135839,82198,73365,2,BT202605131,Completed,27,14,8,5,0,462,56.4,19.8,41.3,12.7,113.9,2,1,3,0,5,4,11:30
2026-05-13,Afternoon,429809,409136,83.7,94.4,3,134696,131929,96937,66245,2,BT202605132,Completed,21,9,7,2,3,456,55.7,19.0,42.1,12.3,143.7,0,2,3,1,6,2,15:00
2026-05-13,Night,371034,378989,85.0,93.6,3,119819,111382,80168,59663,2,BT202605133,Completed,16,6,5,2,3,448,57.1,19.2,42.4,14.4,123.0,0,1,4,2,8,3,11:30
2026-05-14,Morning,418373,418034,61.3,92.2,0,149841,124859,85692,57980,1,BT202605141,Completed,24,13,9,3,0,473,62.3,18.9,49.0,13.9,115.6,0,2,2,4,1,1,15:00
2026-05-14,Afternoon,366925,397133,65.9,93.3,1,122554,106575,81507,56287,2,BT202605142,Pending,25,10,8,3,4,455,60.0,18.1,49.2,11.5,122.5,0,0,0,2,0,3,10:00
2026-05-14,Night,366646,367870,68.0,95.8,1,126687,114575,73805,51577,2,BT202605143,On Hold,18,7,6,2,3,453,59.5,18.3,49.9,13.5,120.2,1,0,2,4,6,4,15:15
2026-05-15,Morning,443330,424184,80.0,87.2,3,147433,130036,96829,69029,3,BT202605151,In Progress,24,13,7,3,1,447,59.8,19.0,42.6,12.6,130.6,1,2,2,6,1,3,15:00
2026-05-15,Afternoon,389326,402975,85.0,87.2,4,128629,122163,83296,55235,3,BT202605152,Completed,25,12,7,4,2,441,58.4,19.6,45.8,12.5,139.2,0,1,2,2,6,2,11:15
2026-05-15,Night,405365,373282,77.9,86.8,3,146930,115739,82269,60425,2,BT202605153,On Hold,20,8,6,2,4,445,59.7,19.6,52.2,12.0,134.4,1,1,3,2,3,5,09:00
2026-05-16,Morning,395677,397482,67.6,91.6,2,142238,106400,83763,63273,3,BT202605161,Completed,28,15,9,2,2,438,61.0,19.2,41.8,13.6,119.1,1,1,0,2,5,4,15:00
2026-05-16,Afternoon,392431,377608,70.6,93.1,1,132425,126352,78112,55539,3,BT202605162,In Progress,25,11,6,3,5,454,61.1,18.1,49.4,14.2,118.1,1,0,2,3,3,1,09:15
2026-05-16,Night,370034,349784,72.2,89.6,3,128577,100977,80928,59550,2,BT202605163,On Hold,18,6,6,2,4,439,60.4,19.1,42.6,13.7,103.4,0,0,1,3,0,0,16:30
2026-05-17,Morning,280624,390957,53.4,79.6,1,99461,79476,56866,44819,2,BT202605171,In Progress,16,7,5,1,3,435,55.8,17.6,43.8,11.4,118.7,2,2,1,4,1,4,15:00
